,gene_name,drug_name,database
22298,STK11,Cisplatin,CTD
22299,STK11,Crizotinib,ChEMBL
22300,STK11,Dabrafenib,ChEMBL
22301,STK11,Dactolisib,ChEMBL
22302,STK11,Dinaciclib,ChEMBL
22303,STK11,Doramapimod,ChEMBL
22304,STK11,Erlotinib,ChEMBL
22305,STK11,Foretinib,ChEMBL
22306,STK11,Fulvestrant,CTD
22307,STK11,GSK2578215A,ChEMBL
22308,STK11,Gefitinib,ChEMBL
22309,STK11,Ibrutinib,ChEMBL
22310,STK11,Ipatasertib,DGIdb
22311,STK11,KU-55933,ChEMBL
22312,STK11,Lapatinib,ChEMBL
22313,STK11,Linsitinib,ChEMBL
22314,STK11,MK-1775,ChEMBL
22315,STK11,MK-2206,ChEMBL
22316,STK11,MK-8776,ChEMBL
22317,STK11,Nilotinib,ChEMBL
22318,STK11,OSI-027,ChEMBL
22319,STK11,Olaparib,DGIdb
22320,STK11,Osimertinib,ChEMBL
22321,STK11,PD0325901,ChEMBL
22322,STK11,PD173074,ChEMBL
22323,STK11,PLX-4720,ChEMBL
22324,STK11,Palbociclib,ChEMBL
22325,STK11,Pictilisib,"ChEMBL, DGIdb"
22326,STK11,Rapamycin,ChEMBL
22327,STK11,Ribociclib,ChEMBL
22328,STK11,Ruxolitinib,ChEMBL
22329,STK11,SB505124,ChEMBL
22330,STK11,Sapitinib,ChEMBL
22331,STK11,Selumetinib,"ChEMBL, DGIdb"
22332,STK11,Sorafenib,ChEMBL
22333,STK11,Staurosporine,ChEMBL
22334,STK11,Talazoparib,DGIdb
22335,STK11,Tozasertib,"ChEMBL, DGIdb"
22336,STK11,Trametinib,ChEMBL
22337,STK11,Ulixertinib,ChEMBL
22338,STK11,Uprosertib,ChEMBL
22339,STK16,AT13148,ChEMBL
22340,STK16,AZD1208,ChEMBL
22341,STK16,AZD2014,ChEMBL
22342,STK16,AZD5363,ChEMBL
22343,STK16,AZD5438,ChEMBL
22344,STK16,AZD6482,ChEMBL
22345,STK16,AZD7762,ChEMBL
22346,STK16,AZD8055,ChEMBL
22347,STK16,AZD8186,ChEMBL
22348,STK16,Afatinib,ChEMBL
22349,STK16,Afuresertib,ChEMBL
22350,STK16,Alisertib,ChEMBL
22351,STK16,Alpelisib,ChEMBL
22352,STK16,Axitinib,ChEMBL
22353,STK16,BI-2536,ChEMBL
22354,STK16,BMS-345541,ChEMBL
22355,STK16,BMS-754807,ChEMBL
22356,STK16,Buparlisib,ChEMBL
22357,STK16,Cediranib,ChEMBL
22358,STK16,Crizotinib,ChEMBL
22359,STK16,Dabrafenib,ChEMBL
22360,STK16,Dactolisib,ChEMBL
22361,STK16,Dinaciclib,ChEMBL
22362,STK16,Doramapimod,ChEMBL
22363,STK16,Erlotinib,ChEMBL
22364,STK16,Foretinib,ChEMBL
22365,STK16,GSK2578215A,ChEMBL
22366,STK16,Gefitinib,ChEMBL
22367,STK16,Ibrutinib,ChEMBL
22368,STK16,Lapatinib,ChEMBL
22369,STK16,Linsitinib,ChEMBL
22370,STK16,MK-1775,ChEMBL
22371,STK16,MK-2206,ChEMBL
22372,STK16,MK-8776,ChEMBL
22373,STK16,Nilotinib,ChEMBL
22374,STK16,OSI-027,ChEMBL
22375,STK16,Osimertinib,ChEMBL
22376,STK16,PD0325901,ChEMBL
22377,STK16,PD173074,ChEMBL
22378,STK16,PLX-4720,ChEMBL
22379,STK16,Palbociclib,ChEMBL
22380,STK16,Pictilisib,ChEMBL
22381,STK16,Rapamycin,ChEMBL
22382,STK16,Ribociclib,ChEMBL
22383,STK16,Ruxolitinib,ChEMBL
22384,STK16,Sapitinib,ChEMBL
22385,STK16,Savolitinib,ChEMBL
22386,STK16,Selumetinib,ChEMBL
22387,STK16,Sorafenib,ChEMBL
22388,STK16,Staurosporine,ChEMBL
22389,STK16,Tozasertib,ChEMBL
22390,STK16,Trametinib,ChEMBL
22391,STK16,Ulixertinib,ChEMBL
22392,STK16,Uprosertib,ChEMBL
22393,STK17A,AZD6482,ChEMBL
22394,STK17A,Afatinib,ChEMBL
22395,STK17A,Alisertib,ChEMBL
22396,STK17A,Axitinib,ChEMBL
22397,STK17A,BI-2536,ChEMBL
22398,STK17A,BMS-345541,ChEMBL
22399,STK17A,Cediranib,ChEMBL
22400,STK17A,Cisplatin,CTD
22401,STK17A,Crizotinib,ChEMBL
22402,STK17A,Doramapimod,ChEMBL
22403,STK17A,Doxorubicin,CTD
22404,STK17A,Erlotinib,ChEMBL
22405,STK17A,Foretinib,ChEMBL
22406,STK17A,GSK2578215A,ChEMBL
22407,STK17A,GSK269962A,ChEMBL
22408,STK17A,Gefitinib,ChEMBL
22409,STK17A,KU-55933,ChEMBL
22410,STK17A,Lapatinib,ChEMBL
22411,STK17A,Leflunomide,CTD
22412,STK17A,Nilotinib,ChEMBL
22413,STK17A,Oxaliplatin,CTD
22414,STK17A,PD0325901,ChEMBL
22415,STK17A,PD173074,ChEMBL
22416,STK17A,PLX-4720,ChEMBL
22417,STK17A,Palbociclib,ChEMBL
22418,STK17A,Pictilisib,ChEMBL
22419,STK17A,Rapamycin,ChEMBL
22420,STK17A,Ruxolitinib,ChEMBL
22421,STK17A,SB505124,ChEMBL
22422,STK17A,Selumetinib,ChEMBL
22423,STK17A,Sorafenib,ChEMBL
22424,STK17A,Staurosporine,ChEMBL
22425,STK17A,Tozasertib,ChEMBL
22426,STK17A,Vorinostat,CTD
22427,STK17A,Wee1 Inhibitor,ChEMBL
22428,STK17B,AZD1208,ChEMBL
22429,STK17B,AZD6482,ChEMBL
22430,STK17B,Afatinib,ChEMBL
22431,STK17B,Axitinib,ChEMBL
22432,STK17B,BI-2536,ChEMBL
22433,STK17B,BMS-345541,ChEMBL
22434,STK17B,Cediranib,ChEMBL
22435,STK17B,Cisplatin,CTD
22436,STK17B,Crizotinib,ChEMBL
22437,STK17B,Doramapimod,ChEMBL
22438,STK17B,Erlotinib,ChEMBL
22439,STK17B,Foretinib,ChEMBL
22440,STK17B,Fulvestrant,CTD
22441,STK17B,GSK2578215A,ChEMBL
22442,STK17B,Gefitinib,ChEMBL
22443,STK17B,Lapatinib,ChEMBL
22444,STK17B,Leflunomide,CTD
22445,STK17B,Nilotinib,ChEMBL
22446,STK17B,PD0325901,ChEMBL
22447,STK17B,PD173074,ChEMBL
22448,STK17B,PLX-4720,ChEMBL
22449,STK17B,Palbociclib,ChEMBL
22450,STK17B,Pictilisib,ChEMBL
22451,STK17B,Ruxolitinib,ChEMBL
22452,STK17B,Selumetinib,ChEMBL
22453,STK17B,Sorafenib,ChEMBL
22454,STK17B,Staurosporine,ChEMBL
22455,STK17B,Tozasertib,ChEMBL
22456,STK17B,Vorinostat,CTD
22457,STK24,AZD1208,ChEMBL
22458,STK24,AZD5363,ChEMBL
22459,STK24,AZD6482,ChEMBL
22460,STK24,AZD8055,ChEMBL
22461,STK24,AZD8186,ChEMBL
22462,STK24,Afatinib,ChEMBL
22463,STK24,Alisertib,ChEMBL
22464,STK24,Axitinib,ChEMBL
22465,STK24,BI-2536,ChEMBL
22466,STK24,BMS-345541,ChEMBL
22467,STK24,BMS-754807,ChEMBL
22468,STK24,Buparlisib,ChEMBL
22469,STK24,Cediranib,ChEMBL
22470,STK24,Crizotinib,ChEMBL
22471,STK24,Dabrafenib,ChEMBL
22472,STK24,Dactolisib,ChEMBL
22473,STK24,Dinaciclib,ChEMBL
22474,STK24,Doramapimod,ChEMBL
22475,STK24,Erlotinib,ChEMBL
22476,STK24,Foretinib,ChEMBL
22477,STK24,Fulvestrant,CTD
22478,STK24,GSK2578215A,ChEMBL
22479,STK24,Gefitinib,ChEMBL
22480,STK24,Ibrutinib,ChEMBL
22481,STK24,KU-55933,ChEMBL
22482,STK24,Lapatinib,ChEMBL
22483,STK24,MK-2206,ChEMBL
22484,STK24,Nilotinib,ChEMBL
22485,STK24,OSI-027,ChEMBL
22486,STK24,PD0325901,ChEMBL
22487,STK24,PD173074,ChEMBL
22488,STK24,PLX-4720,ChEMBL
22489,STK24,Palbociclib,ChEMBL
22490,STK24,Pictilisib,ChEMBL
22491,STK24,Rapamycin,ChEMBL
22492,STK24,Ribociclib,ChEMBL
22493,STK24,Ruxolitinib,ChEMBL
22494,STK24,SB505124,ChEMBL
22495,STK24,Sapitinib,ChEMBL
22496,STK24,Savolitinib,ChEMBL
22497,STK24,Selumetinib,ChEMBL
22498,STK24,Sorafenib,ChEMBL
22499,STK24,Staurosporine,ChEMBL
22500,STK24,Tamoxifen,CTD
22501,STK24,Temozolomide,CTD
22502,STK24,Tozasertib,ChEMBL
22503,STK24,Trametinib,ChEMBL
22504,STK24,Ulixertinib,ChEMBL
22505,STK24,Uprosertib,ChEMBL
22506,STK25,AZD6482,ChEMBL
22507,STK25,Afatinib,ChEMBL
22508,STK25,Axitinib,ChEMBL
22509,STK25,BI-2536,ChEMBL
22510,STK25,BMS-345541,ChEMBL
22511,STK25,Cediranib,ChEMBL
22512,STK25,Crizotinib,ChEMBL
22513,STK25,Doramapimod,ChEMBL
22514,STK25,Erlotinib,ChEMBL
22515,STK25,Foretinib,ChEMBL
22516,STK25,Fulvestrant,CTD
22517,STK25,GSK2578215A,ChEMBL
22518,STK25,Gefitinib,ChEMBL
22519,STK25,Lapatinib,ChEMBL
22520,STK25,Nilotinib,ChEMBL
22521,STK25,PD0325901,ChEMBL
22522,STK25,PD173074,ChEMBL
22523,STK25,PLX-4720,ChEMBL
22524,STK25,Palbociclib,ChEMBL
22525,STK25,Pictilisib,ChEMBL
22526,STK25,Ruxolitinib,ChEMBL
22527,STK25,Selumetinib,ChEMBL
22528,STK25,Sorafenib,ChEMBL
22529,STK25,Staurosporine,ChEMBL
22530,STK25,Tozasertib,ChEMBL
22531,STK3,AT13148,ChEMBL
22532,STK3,AZD1208,ChEMBL
22533,STK3,AZD2014,ChEMBL
22534,STK3,AZD5363,ChEMBL
22535,STK3,AZD5438,ChEMBL
22536,STK3,AZD6482,ChEMBL
22537,STK3,AZD7762,ChEMBL
22538,STK3,AZD8055,ChEMBL
22539,STK3,AZD8186,ChEMBL
22540,STK3,Afatinib,ChEMBL
22541,STK3,Afuresertib,ChEMBL
22542,STK3,Alisertib,ChEMBL
22543,STK3,Alpelisib,ChEMBL
22544,STK3,Axitinib,ChEMBL
22545,STK3,BI-2536,ChEMBL
22546,STK3,BMS-345541,ChEMBL
22547,STK3,BMS-754807,ChEMBL
22548,STK3,Buparlisib,ChEMBL
22549,STK3,Cediranib,"ChEMBL, DGIdb"
22550,STK3,Crizotinib,ChEMBL
22551,STK3,Dabrafenib,ChEMBL
22552,STK3,Dactolisib,ChEMBL
22553,STK3,Dinaciclib,ChEMBL
22554,STK3,Doramapimod,ChEMBL
22555,STK3,Doxorubicin,CTD
22556,STK3,Erlotinib,ChEMBL
22557,STK3,Foretinib,ChEMBL
22558,STK3,GSK2578215A,ChEMBL
22559,STK3,GSK269962A,ChEMBL
22560,STK3,Gefitinib,ChEMBL
22561,STK3,Ibrutinib,ChEMBL
22562,STK3,KU-55933,ChEMBL
22563,STK3,Lapatinib,ChEMBL
22564,STK3,Linsitinib,ChEMBL
22565,STK3,MK-1775,ChEMBL
22566,STK3,MK-2206,ChEMBL
22567,STK3,MK-8776,ChEMBL
22568,STK3,Nilotinib,ChEMBL
22569,STK3,OSI-027,ChEMBL
22570,STK3,Osimertinib,ChEMBL
22571,STK3,PD0325901,ChEMBL
22572,STK3,PD173074,ChEMBL
22573,STK3,PLX-4720,ChEMBL
22574,STK3,Palbociclib,ChEMBL
22575,STK3,Pictilisib,ChEMBL
22576,STK3,Rapamycin,ChEMBL
22577,STK3,Ribociclib,ChEMBL
22578,STK3,Ruxolitinib,ChEMBL
22579,STK3,SB216763,ChEMBL
22580,STK3,SB505124,ChEMBL
22581,STK3,Sapitinib,ChEMBL
22582,STK3,Savolitinib,ChEMBL
22583,STK3,Selumetinib,ChEMBL
22584,STK3,Sorafenib,ChEMBL
22585,STK3,Staurosporine,ChEMBL
22586,STK3,Tozasertib,ChEMBL
22587,STK3,Trametinib,ChEMBL
22588,STK3,Ulixertinib,ChEMBL
22589,STK3,Uprosertib,ChEMBL
22590,STK3,Wee1 Inhibitor,ChEMBL
22591,STK31,Fulvestrant,CTD
22592,STK32A,AZD6482,ChEMBL
22593,STK32A,Afatinib,ChEMBL
22594,STK32A,Axitinib,ChEMBL
22595,STK32A,BI-2536,ChEMBL
22596,STK32A,BMS-345541,ChEMBL
22597,STK32A,Cediranib,ChEMBL
22598,STK32A,Crizotinib,ChEMBL
22599,STK32A,Doramapimod,ChEMBL
22600,STK32A,Erlotinib,ChEMBL
22601,STK32A,Foretinib,ChEMBL
22602,STK32A,GSK2578215A,ChEMBL
22603,STK32A,Gefitinib,ChEMBL
22604,STK32A,Lapatinib,ChEMBL
22605,STK32A,Nilotinib,ChEMBL
22606,STK32A,PD0325901,ChEMBL
22607,STK32A,PLX-4720,ChEMBL
22608,STK32A,Palbociclib,ChEMBL
22609,STK32A,Pictilisib,ChEMBL
22610,STK32A,Ruxolitinib,ChEMBL
22611,STK32A,Selumetinib,ChEMBL
22612,STK32A,Sorafenib,ChEMBL
22613,STK32A,Staurosporine,ChEMBL
22614,STK32A,Tozasertib,ChEMBL
22615,STK32A,Vorinostat,CTD
22616,STK32B,AZD6482,ChEMBL
22617,STK32B,Afatinib,ChEMBL
22618,STK32B,Axitinib,ChEMBL
22619,STK32B,BI-2536,ChEMBL
22620,STK32B,BMS-345541,ChEMBL
22621,STK32B,Cediranib,ChEMBL
22622,STK32B,Cisplatin,CTD
22623,STK32B,Crizotinib,ChEMBL
22624,STK32B,Doramapimod,ChEMBL
22625,STK32B,Erlotinib,ChEMBL
22626,STK32B,Foretinib,ChEMBL
22627,STK32B,GSK2578215A,ChEMBL
22628,STK32B,Gefitinib,ChEMBL
22629,STK32B,Lapatinib,ChEMBL
22630,STK32B,Nilotinib,ChEMBL
22631,STK32B,PD0325901,ChEMBL
22632,STK32B,PD173074,ChEMBL
22633,STK32B,PLX-4720,ChEMBL
22634,STK32B,Palbociclib,ChEMBL
22635,STK32B,Pictilisib,ChEMBL
22636,STK32B,Ruxolitinib,ChEMBL
22637,STK32B,Selumetinib,ChEMBL
22638,STK32B,Sorafenib,ChEMBL
22639,STK32B,Staurosporine,ChEMBL
22640,STK32B,Tozasertib,ChEMBL
22641,STK32C,AZD6482,ChEMBL
22642,STK32C,Afatinib,ChEMBL
22643,STK32C,Axitinib,ChEMBL
22644,STK32C,BI-2536,ChEMBL
22645,STK32C,BMS-345541,ChEMBL
22646,STK32C,Cediranib,ChEMBL
22647,STK32C,Crizotinib,ChEMBL
22648,STK32C,Doramapimod,ChEMBL
22649,STK32C,Erlotinib,ChEMBL
22650,STK32C,Foretinib,ChEMBL
22651,STK32C,Fulvestrant,CTD
22652,STK32C,GSK2578215A,ChEMBL
22653,STK32C,Gefitinib,ChEMBL
22654,STK32C,Lapatinib,ChEMBL
22655,STK32C,Nilotinib,ChEMBL
22656,STK32C,PD0325901,ChEMBL
22657,STK32C,PD173074,ChEMBL
22658,STK32C,PLX-4720,ChEMBL
22659,STK32C,Palbociclib,ChEMBL
22660,STK32C,Pictilisib,ChEMBL
22661,STK32C,Ruxolitinib,ChEMBL
22662,STK32C,Selumetinib,ChEMBL
22663,STK32C,Sorafenib,ChEMBL
22664,STK32C,Staurosporine,ChEMBL
22665,STK32C,Tozasertib,ChEMBL
22666,STK33,AZD6482,ChEMBL
22667,STK33,Afatinib,ChEMBL
22668,STK33,Axitinib,ChEMBL
22669,STK33,BI-2536,ChEMBL
22670,STK33,BMS-345541,ChEMBL
22671,STK33,Cediranib,ChEMBL
22672,STK33,Crizotinib,ChEMBL
22673,STK33,Doramapimod,ChEMBL
22674,STK33,Doxorubicin,CTD
22675,STK33,Erlotinib,ChEMBL
22676,STK33,Foretinib,ChEMBL
22677,STK33,GSK2578215A,ChEMBL
22678,STK33,Gefitinib,ChEMBL
22679,STK33,KU-55933,ChEMBL
22680,STK33,Lapatinib,ChEMBL
22681,STK33,Nilotinib,ChEMBL
22682,STK33,PD0325901,ChEMBL
22683,STK33,PD173074,ChEMBL
22684,STK33,PLX-4720,ChEMBL
22685,STK33,Palbociclib,ChEMBL
22686,STK33,Pictilisib,ChEMBL
22687,STK33,Rapamycin,ChEMBL
22688,STK33,Ruxolitinib,ChEMBL
22689,STK33,SB505124,ChEMBL
22690,STK33,Selumetinib,ChEMBL
22691,STK33,Sorafenib,ChEMBL
22692,STK33,Staurosporine,ChEMBL
22693,STK33,Tozasertib,ChEMBL
22694,STK33,WZ4003,ChEMBL
22695,STK35,AZD6482,ChEMBL
22696,STK35,Afatinib,ChEMBL
22697,STK35,Axitinib,ChEMBL
22698,STK35,BI-2536,ChEMBL
22699,STK35,BMS-345541,ChEMBL
22700,STK35,Cediranib,ChEMBL
22701,STK35,Crizotinib,ChEMBL
22702,STK35,Doramapimod,ChEMBL
22703,STK35,Erlotinib,ChEMBL
22704,STK35,Foretinib,ChEMBL
22705,STK35,GSK2578215A,ChEMBL
22706,STK35,Gefitinib,ChEMBL
22707,STK35,Lapatinib,ChEMBL
22708,STK35,Nilotinib,ChEMBL
22709,STK35,PD0325901,ChEMBL
22710,STK35,PLX-4720,ChEMBL
22711,STK35,Palbociclib,ChEMBL
22712,STK35,Pictilisib,ChEMBL
22713,STK35,Ruxolitinib,ChEMBL
22714,STK35,Selumetinib,ChEMBL
22715,STK35,Sorafenib,ChEMBL
22716,STK35,Staurosporine,ChEMBL
22717,STK35,Tozasertib,ChEMBL
22718,STK36,AZD6482,ChEMBL
22719,STK36,Afatinib,ChEMBL
22720,STK36,Axitinib,ChEMBL
22721,STK36,BI-2536,ChEMBL
22722,STK36,BMS-345541,ChEMBL
22723,STK36,Cediranib,ChEMBL
22724,STK36,Crizotinib,ChEMBL
22725,STK36,Doramapimod,ChEMBL
22726,STK36,Doxorubicin,CTD
22727,STK36,Erlotinib,ChEMBL
22728,STK36,Foretinib,ChEMBL
22729,STK36,GSK2578215A,ChEMBL
22730,STK36,Gefitinib,ChEMBL
22731,STK36,Lapatinib,ChEMBL
22732,STK36,Nilotinib,ChEMBL
22733,STK36,PD0325901,ChEMBL
22734,STK36,PD173074,ChEMBL
22735,STK36,PLX-4720,ChEMBL
22736,STK36,Palbociclib,ChEMBL
22737,STK36,Pictilisib,ChEMBL
22738,STK36,Ruxolitinib,ChEMBL
22739,STK36,Selumetinib,ChEMBL
22740,STK36,Sorafenib,ChEMBL
22741,STK36,Staurosporine,ChEMBL
22742,STK36,Tozasertib,ChEMBL
22743,STK38,AT13148,ChEMBL
22744,STK38,AZD2014,ChEMBL
22745,STK38,AZD5363,ChEMBL
22746,STK38,AZD6482,ChEMBL
22747,STK38,AZD8186,ChEMBL
22748,STK38,Afatinib,ChEMBL
22749,STK38,Axitinib,ChEMBL
22750,STK38,BI-2536,ChEMBL
22751,STK38,BMS-345541,ChEMBL
22752,STK38,BMS-754807,ChEMBL
22753,STK38,Buparlisib,ChEMBL
22754,STK38,Cediranib,ChEMBL
22755,STK38,Crizotinib,ChEMBL
22756,STK38,Dactolisib,ChEMBL
22757,STK38,Doramapimod,ChEMBL
22758,STK38,Doxorubicin,CTD
22759,STK38,Erlotinib,ChEMBL
22760,STK38,Foretinib,ChEMBL
22761,STK38,Fulvestrant,CTD
22762,STK38,GSK2578215A,ChEMBL
22763,STK38,Gefitinib,ChEMBL
22764,STK38,Ibrutinib,ChEMBL
22765,STK38,Irinotecan,CTD
22766,STK38,Lapatinib,ChEMBL
22767,STK38,Leflunomide,CTD
22768,STK38,MK-1775,ChEMBL
22769,STK38,MK-8776,ChEMBL
22770,STK38,Nilotinib,ChEMBL
22771,STK38,Osimertinib,ChEMBL
22772,STK38,PD0325901,ChEMBL
22773,STK38,PLX-4720,ChEMBL
22774,STK38,Palbociclib,ChEMBL
22775,STK38,Pictilisib,ChEMBL
22776,STK38,Ruxolitinib,ChEMBL
22777,STK38,Selumetinib,ChEMBL
22778,STK38,Sorafenib,ChEMBL
22779,STK38,Staurosporine,ChEMBL
22780,STK38,Temozolomide,CTD
22781,STK38,Tozasertib,ChEMBL
22782,STK38,Uprosertib,ChEMBL
22783,STK38,Vorinostat,CTD
22784,STK38L,AZD2014,ChEMBL
22785,STK38L,AZD5438,ChEMBL
22786,STK38L,AZD6482,ChEMBL
22787,STK38L,AZD7762,ChEMBL
22788,STK38L,AZD8055,ChEMBL
22789,STK38L,Afatinib,ChEMBL
22790,STK38L,Axitinib,ChEMBL
22791,STK38L,BI-2536,ChEMBL
22792,STK38L,BMS-345541,ChEMBL
22793,STK38L,BMS-754807,ChEMBL
22794,STK38L,Buparlisib,ChEMBL
22795,STK38L,Cediranib,ChEMBL
22796,STK38L,Cisplatin,CTD
22797,STK38L,Crizotinib,ChEMBL
22798,STK38L,Dactolisib,ChEMBL
22799,STK38L,Dasatinib,CTD
22800,STK38L,Dinaciclib,ChEMBL
22801,STK38L,Doramapimod,ChEMBL
22802,STK38L,Erlotinib,ChEMBL
22803,STK38L,Foretinib,ChEMBL
22804,STK38L,GSK2578215A,ChEMBL
22805,STK38L,Gefitinib,ChEMBL
22806,STK38L,Lapatinib,ChEMBL
22807,STK38L,MK-1775,ChEMBL
22808,STK38L,Nilotinib,ChEMBL
22809,STK38L,PD0325901,ChEMBL
22810,STK38L,PD173074,ChEMBL
22811,STK38L,PLX-4720,ChEMBL
22812,STK38L,Palbociclib,ChEMBL
22813,STK38L,Pictilisib,ChEMBL
22814,STK38L,Ruxolitinib,ChEMBL
22815,STK38L,Sapitinib,ChEMBL
22816,STK38L,Savolitinib,ChEMBL
22817,STK38L,Selumetinib,ChEMBL
22818,STK38L,Sorafenib,ChEMBL
22819,STK38L,Staurosporine,ChEMBL
22820,STK38L,Tozasertib,ChEMBL
22821,STK39,AZD6482,ChEMBL
22822,STK39,Afatinib,ChEMBL
22823,STK39,Axitinib,ChEMBL
22824,STK39,BI-2536,ChEMBL
22825,STK39,BMS-345541,ChEMBL
22826,STK39,Cediranib,ChEMBL
22827,STK39,Cisplatin,CTD
22828,STK39,Crizotinib,ChEMBL
22829,STK39,Cyclophosphamide,CTD
22830,STK39,Doramapimod,ChEMBL
22831,STK39,Doxorubicin,CTD
22832,STK39,Erlotinib,ChEMBL
22833,STK39,Foretinib,ChEMBL
22834,STK39,Fulvestrant,CTD
22835,STK39,GSK2578215A,ChEMBL
22836,STK39,Gefitinib,ChEMBL
22837,STK39,Lapatinib,ChEMBL
22838,STK39,Nilotinib,ChEMBL
22839,STK39,PD0325901,ChEMBL
22840,STK39,PLX-4720,ChEMBL
22841,STK39,Palbociclib,ChEMBL
22842,STK39,Pictilisib,ChEMBL
22843,STK39,Ruxolitinib,ChEMBL
22844,STK39,Selumetinib,ChEMBL
22845,STK39,Sorafenib,ChEMBL
22846,STK39,Staurosporine,ChEMBL
22847,STK39,Temozolomide,CTD
22848,STK39,Tozasertib,ChEMBL
22849,STK4,AT13148,ChEMBL
22850,STK4,AZD1208,ChEMBL
22851,STK4,AZD2014,ChEMBL
22852,STK4,AZD5363,ChEMBL
22853,STK4,AZD5438,ChEMBL
22854,STK4,AZD6482,ChEMBL
22855,STK4,AZD7762,ChEMBL
22856,STK4,AZD8055,ChEMBL
22857,STK4,AZD8186,ChEMBL
22858,STK4,Afatinib,ChEMBL
22859,STK4,Afuresertib,ChEMBL
22860,STK4,Alisertib,ChEMBL
22861,STK4,Alpelisib,ChEMBL
22862,STK4,Axitinib,ChEMBL
22863,STK4,BI-2536,ChEMBL
22864,STK4,BMS-345541,ChEMBL
22865,STK4,BMS-536924,ChEMBL
22866,STK4,BMS-754807,ChEMBL
22867,STK4,Bortezomib,CTD
22868,STK4,Buparlisib,ChEMBL
22869,STK4,Cediranib,ChEMBL
22870,STK4,Crizotinib,ChEMBL
22871,STK4,Dabrafenib,ChEMBL
22872,STK4,Dactolisib,ChEMBL
22873,STK4,Dinaciclib,ChEMBL
22874,STK4,Doramapimod,ChEMBL
22875,STK4,Doxorubicin,CTD
22876,STK4,Erlotinib,ChEMBL
22877,STK4,Foretinib,ChEMBL
22878,STK4,GSK2578215A,ChEMBL
22879,STK4,Gefitinib,ChEMBL
22880,STK4,Ibrutinib,ChEMBL
22881,STK4,Irinotecan,CTD
22882,STK4,KU-55933,ChEMBL
22883,STK4,Lapatinib,ChEMBL
22884,STK4,Linsitinib,ChEMBL
22885,STK4,MK-1775,ChEMBL
22886,STK4,MK-2206,ChEMBL
22887,STK4,MK-8776,ChEMBL
22888,STK4,Nilotinib,ChEMBL
22889,STK4,OSI-027,ChEMBL
22890,STK4,Osimertinib,ChEMBL
22891,STK4,PD0325901,ChEMBL
22892,STK4,PLX-4720,ChEMBL
22893,STK4,Palbociclib,ChEMBL
22894,STK4,Pictilisib,ChEMBL
22895,STK4,Rapamycin,ChEMBL
22896,STK4,Ribociclib,ChEMBL
22897,STK4,Ruxolitinib,ChEMBL
22898,STK4,SB505124,ChEMBL
22899,STK4,Sapitinib,ChEMBL
22900,STK4,Savolitinib,ChEMBL
22901,STK4,Selumetinib,ChEMBL
22902,STK4,Sorafenib,ChEMBL
22903,STK4,Staurosporine,ChEMBL
22904,STK4,Tozasertib,ChEMBL
22905,STK4,Trametinib,ChEMBL
22906,STK4,Ulixertinib,ChEMBL
22907,STK4,Uprosertib,ChEMBL
22908,STK4,VX-11e,ChEMBL
22909,STK4,Vincristine,CTD
22910,STK40,Doxorubicin,CTD
22911,STK40,Temozolomide,CTD
22912,STMN1,Carmustine,CTD
22913,STMN1,Cisplatin,CTD
22914,STMN1,Dasatinib,CTD
22915,STMN1,Doxorubicin,CTD
22916,STMN1,Etoposide,CTD
22917,STMN1,Fulvestrant,CTD
22918,STMN1,Leflunomide,CTD
22919,STMN1,Paclitaxel,"CTD, DGIdb"
22920,STMN1,Vinorelbine,DGIdb
22921,STMN1,Vorinostat,CTD
22922,STRADB,Cisplatin,CTD
22923,STRADB,Doxorubicin,CTD
22924,STRADB,Leflunomide,CTD
22925,STRADB,Temozolomide,CTD
22926,STYK1,Bortezomib,CTD
22927,STYK1,Cisplatin,CTD
22928,SUFU,Doxorubicin,CTD
22929,SUFU,Tozasertib,ChEMBL
22930,SUV39H1,Bortezomib,CTD
22931,SUV39H1,Camptothecin,CTD
22932,SUV39H1,Cisplatin,CTD
22933,SUV39H1,Fulvestrant,CTD
22934,SUV39H1,GSK343,ChEMBL
22935,SUV39H1,Leflunomide,CTD
22936,SUV39H1,XAV939,CTD
22937,SUV39H2,Cisplatin,CTD
22938,SUV39H2,GSK343,ChEMBL
22939,SYK,AT13148,ChEMBL
22940,SYK,AZD1208,ChEMBL
22941,SYK,AZD2014,ChEMBL
22942,SYK,AZD5363,ChEMBL
22943,SYK,AZD5438,ChEMBL
22944,SYK,AZD6482,ChEMBL
22945,SYK,AZD7762,ChEMBL
22946,SYK,AZD8055,ChEMBL
22947,SYK,AZD8186,ChEMBL
22948,SYK,Afatinib,ChEMBL
22949,SYK,Afuresertib,ChEMBL
22950,SYK,Alisertib,ChEMBL
22951,SYK,Alpelisib,ChEMBL
22952,SYK,Axitinib,ChEMBL
22953,SYK,BI-2536,ChEMBL
22954,SYK,BMS-345541,ChEMBL
22955,SYK,BMS-754807,ChEMBL
22956,SYK,Buparlisib,ChEMBL
22957,SYK,Camptothecin,CTD
22958,SYK,Cediranib,"ChEMBL, DGIdb"
22959,SYK,Cisplatin,CTD
22960,SYK,Crizotinib,ChEMBL
22961,SYK,Dabrafenib,ChEMBL
22962,SYK,Dactinomycin,CTD
22963,SYK,Dactolisib,ChEMBL
22964,SYK,Dinaciclib,ChEMBL
22965,SYK,Doramapimod,ChEMBL
22966,SYK,Entospletinib,"ChEMBL, DGIdb"
