UniProt_ID	gene name
P41145	OPRK1
Q9H0R8	GABARAPL1
P34975	Not Found
P18708	Not Found
P60517	Not Found
Q9Y3B4	SF3B14
Q15156	Not Found
"chebi:""CHEBI:15367"""	Not Found
Q7L591	DOK3
Q14683	SMC1A
Q9H9Q4	NHEJ1
P49917	LIG4
O60447	EVI5
Q9UKT4	FBXO5
Q70AK3	Not Found
Q9NZU1	FLRT1
O43155	FLRT2
P36402	TCF7
P04731	MT1A
O00330	PDHX
Q13905	RAPGEF1
Q9NYF0	DACT1
P97474	Not Found
Q9Z280	Not Found
Q9CQR7	Not Found
Q1EHW4	Not Found
Q6PJG6	BRAT1
Q96Q15	SMG1
P30622	CLIP1
Q8N423	LILRB2
P15917	Not Found
Q23977	Not Found
Q9R237	Not Found
Q16584	MAP3K11
P18911	Not Found
P63331	Not Found
P63151	PPP2R2A
P30154	PPP2R1B
O08586	Not Found
Q9JHL1	Not Found
Q28109	Not Found
P01859	IGHG2
P29279	CTGF
Q08619	Not Found
Q8C5D8	Not Found
Q8NFA2	NOXO1
P62990	Not Found
ddbj/embl/genbank:AF004877	Not Found
P08487	Not Found
P62168	Not Found
P61602	Not Found
P84076	Not Found
P14100	Not Found
O75695	RP2
Q92466	DDB2
P31785	IL2RG
P60568	IL2
P06725	Not Found
P49961	ENTPD1
Q8VI36	Not Found
O60356	NUPR1
P02749	APOH
P28548	Not Found
Q9U1S7	Not Found
P30543	Not Found
P25099	Not Found
P21674	Not Found
P08476	INHBA
Q64163	Not Found
Q61502	Not Found
Q14188	TFDP2
Q8BH43	Not Found
Q15466	NR0B2
P24001	IL32
P05554	Not Found
Q92917	GPKOW
P51817	PRKX
"chebi:""CHEBI:24493"""	Not Found
P09919	CSF3
Q61982	Not Found
O15431	SLC31A1
P04489	Not Found
Q2HZL0	Not Found
Q9BYP7	WNK3
Q920M9	Not Found
Q9GZZ1	NAA50
P10417	Not Found
Q8BWF2	Not Found
Q99MI6	Not Found
P32455	GBP1
Q3YBA8	Not Found
P49769	Not Found
P52795	Not Found
O55033	Not Found
P52800	Not Found
Q13330	MTA1
Q9GZT9	EGLN1
P29751	Not Found
O00159	MYO1C
Q9H9Y6	POLR1B
Q9UKA8	RCAN3
ensembl:ENSG00000049768	Not Found
P61980	Not Found
P51153	RAB13
Q3TN34	Not Found
O60500	NPHS1
P37217	Not Found
Q07108	CD69
"chebi:""CHEBI:27575"""	Not Found
P07200	Not Found
P08753	Not Found
P60711	Not Found
P54311	Not Found
Q5BJU7	Not Found
P17655	CAPN2
O60551	NMT2
Q8IRS7	Not Found
P45985	MAP2K4
Q61234	Not Found
Q99L88	Not Found
Q925E0	Not Found
Q2I360	Not Found
Q6NW24	Not Found
D3Z8E0	Not Found
P28472	GABRB3
Q13472	TOP3A
Q460N5	PARP14
Q2EMV9	Not Found
"chebi:""CHEBI:18420"""	Not Found
"chebi:""CHEBI:18205"""	Not Found
Q5FBB7	SGOL1
Q562F6	SGOL2
Q10428	Not Found
Q9P7A0	Not Found
Q9DCH4	Not Found
Q6NZJ6	Not Found
P63073	Not Found
P60843	Not Found
Q8JZQ9	Not Found
Q9QZD9	Not Found
O60565	GREM1
P29084	GTF2E2
P00974	Not Found
P03973	SLPI
"chebi:""CHEBI:109540"""	Not Found
"chebi:""CHEBI:30270"""	Not Found
"chebi:""CHEBI:42191"""	Not Found
Q3L8U1	CHD9
G3H6F2	Not Found
Q8N8A2	ANKRD44
P35125	USP6
Q9UM07	PADI4
Q05030	Not Found
P59635	Not Found
P59596	Not Found
P59637	Not Found
Q9UK53	ING1
P78556	CCL20
P0DSV7	Not Found
Q8JLJ0	Not Found
O35903	Not Found
O57300	Not Found
O15444	CCL25
Q9JFT2	Not Found
Q9YP87	Not Found
Q8QMN0	Not Found
P35233	Not Found
P49257	LMAN1
P20029	Not Found
P09496	CLTA
Q9NYX4	CALY
Q9Y3C6	PPIL1
Q9BXJ0	C1QTNF5
Q9BY79	MFRP
Q8K480	Not Found
Q96HR8	NAF1
O95071	UBR5
Q96L91	EP400
Q6ZNA4	RNF111
Q99ML9	Not Found
O35182	Not Found
O88566	Not Found
Q6PDK2	Not Found
P08913	ADRA2A
P18825	ADRA2C
P59598	Not Found
Q8IXJ9	ASXL1
P68306	Not Found
P22605	Not Found
O15503	INSIG1
P35354	PTGS2
P58397	ADAMTS12
P49747	COMP
Q9R0G6	Not Found
P08603	CFH
P26043	Not Found
Q6FI35	Not Found
Q16625	OCLN
P49765	VEGFB
Q70YC5	ZNF365
Q9Y5W3	KLF2
A6HE60	Not Found
D3ZMP6	Not Found
P40615	Not Found
Q08109	Not Found
Q05787	Not Found
P38307	Not Found
Q62667	Not Found
Q3T1L0	Not Found
Q91VH1	Not Found
Q920D5	Not Found
P36057	Not Found
Q22013	Not Found
Q6DGW3	Not Found
Q9Y5M8	SRPRB
Q95Q25	Not Found
Q14161	GIT2
Q8R2H7	Not Found
Q8IXI2	RHOT1
Q5T0N5	FNBP1L
P55327	TPD52
Q96J77	TPD52L3
O43399	TPD52L2
Q702N8	XIRP1
Q03173	Not Found
Q5XHX3	Not Found
D3ZHA0	Not Found
Q6A078	Not Found
B1INP5	Not Found
Q9R0Q3	Not Found
P57716	Not Found
P02741	CRP
Q02952	AKAP12
Q5TAX3	ZCCHC11
Q9BYM8	RBCK1
Q9JLY0	Not Found
Q8WXH5	SOCS4
O08734	Not Found
Q9EQY0	Not Found
P04488	Not Found
Q63810	Not Found
P30260	CDC27
Q6GQ04	Not Found
Q6ZYL4	GTF2H5
Q11184	Not Found
Q22054	Not Found
G5EDD8	Not Found
Q20655	Not Found
P18334	Not Found
Q19459	Not Found
Q21556	Not Found
P11141	Not Found
Q13347	EIF3I
O76094	SRP72
P27038	Not Found
ensembl:ENSRNOG00000008176	Not Found
O94983	CAMTA2
Q9NXR1	NDE1
P08463	Not Found
P26842	CD27
P07278	Not Found
P14324	FDPS
P36888	FLT3
G5ED33	Not Found
P54936	Not Found
P30793	GCH1
Q9ULW5	RAB26
Q96F85	CNRIP1
Q13129	RLF
Q9JM54	Not Found
Q16548	BCL2A1
P07686	HEXB
P06865	HEXA
Q9Y6A1	POMT1
O18738	Not Found
P24043	LAMA2
P19137	Not Found
Q6ZMZ0	RNF19B
Q9UMW8	USP18
O43745	CHP2
O13600	Not Found
O74331	Not Found
P48510	Not Found
Q01939	Not Found
P22141	Not Found
P32628	Not Found
Q8TBC4	UBA3
P13639	EEF2
P48025	Not Found
P15514	AREG
Q56P03	EAPP
Q8N806	UBR7
Q9BXJ1	C1QTNF1
O00585	CCL21
Q15517	CDSN
Q7L4I2	RSRC2
Q9H6E4	CCDC134
Q96DN0	ERP27
Q96D42	HAVCR1
P24592	IGFBP6
Q6GPH6	ITPRIPL1
Q96DA0	ZG16B
P21741	MDK
P01160	NPPA
Q9UHQ9	CYB5R1
Q14554	PDIA5
Q9NP55	BPIFA1
P45877	PPIC
Q13876	Not Found
Q9NPQ8	RIC8A
P04279	SEMG1
Q96C03	SMCR7
Q969W9	PMEPA1
Q96IX5	USMG5
P01282	VIP
P52597	HNRNPF
Q92845	KIFAP3
Q9BSW2	EFCAB4B
P61421	ATP6V0D1
P16383	GCFC2
Q8NDZ0	BEND2
Q96IP4	FAM46A
Q96A09	FAM46B
Q9H7H0	METTL17
P53990	IST1
Q8N1L9	BATF2
Q9Y2Y4	ZBTB32
Q8WW36	ZCCHC13
Q9P1U0	ZNRD1
Q8IYM9	TRIM22
Q6BCY4	CYB5R2
O60231	DHX16
Q96HA8	WDYHV1
Q96I24	FUBP3
Q9UKA9	PTBP2
Q96PK6	RBM14
Q96PU8	QKI
P51843	NR0B1
Q9Y6J9	TAF6L
Q96M61	MAGEB18
O15126	SCAMP1
Q16186	ADRM1
O15255	FAM127A
Q99426	TBCB
Q9NWB1	RBFOX1
Q9UPW5	AGTPBP1
Q9P2P1	NYNRIN
O43837	IDH3B
Q5T6C5	ATXN7L2
Q14CW9	ATXN7L3
Q96RK0	CIC
Q5VTD9	GFI1B
B3KTT5	Not Found
P57721	PCBP3
Q6GMX4	Not Found
Q8N8B7	TCEANC
Q86UW1	SLC51A
P30040	ERP29
Q9UBD0	HSFX1
O75335	PPFIA4
O75420	GIGYF1
Q02641	CACNB1
Q16610	ECM1
Q96EP0	RNF31
O75170	PPP6R2
Q9H869	YY1AP1
Q15800	MSMO1
Q9BYW2	SETD2
Q99442	SEC62
Q9HC77	CENPJ
Q96C36	PYCR2
O60229	KALRN
Q9H2G4	TSPYL2
P05129	PRKCG
O00471	EXOC5
Q9NZJ4	SACS
Q7L4P6	BEND5
Q9GZU2	PEG3
Q9HAU0	PLEKHA5
Q9BSU1	C16orf70
P35398	RORA
Q8TE02	ELP5
P39016	Not Found
Q09487	Not Found
Q14671	PUM1
Q14004	CDK13
Q8WWY3	PRPF31
Q15029	EFTUD2
Q6P2Q9	PRPF8
O14595	CTDSP2
Q9UBS5	GABBR1
P42262	GRIA2
P32322	PYCR1
Q9H816	DCLRE1B
P63029	Not Found
Q9UNH7	SNX6
P18177	Not Found
Q9HD42	CHMP1A
Q7LBR1	CHMP1B
O43633	CHMP2A
Q9Y3E7	CHMP3
Q9H444	CHMP4B
Q9NZZ3	CHMP5
Q96FZ7	CHMP6
Q9UN37	VPS4A
P62491	RAB11A
Q9H9A5	CNOT10
Q02833	RASSF7
Q8WV92	MITD1
Q96EH3	MALSU1
P49454	CENPF
Q6DKK2	TTC19
Q8TEL6	TRPC4AP
P52746	ZNF142
Q8TCY9	URGCP
Q9H1A3	METTL9
P60002	ELOF1
P13196	ALAS1
Q9BXJ7	AMN
Q9BZF9	UACA
Q8WYA6	CTNNBL1
Q05481	ZNF91
Q6P1N0	CC2D1A
Q9Y448	SKAP
P53597	SUCLG1
O43175	PHGDH
P63173	RPL38
Q9BUL8	PDCD10
Q92664	GTF3A
P46060	RANGAP1
Q8NEC5	CATSPER1
Q9P0X4	CACNA1I
Q96P56	CATSPER2
Q8NEM7	FAM48A
Q7TT00	Not Found
O94850	DDN
Q96L33	RHOV
Q8IVD9	NUDCD3
P35282	Not Found
Q9UKX5	ITGA11
K4P3M7	Not Found
E1B8D6	Not Found
O43303	CCP110
P41208	CETN2
P56546	Not Found
Q6P1Q0	LETMD1
O14786	NRP1
P05937	CALB1
Q9NQA5	TRPV5
Q9UNA4	POLI
Q9Y253	POLH
P17980	PSMC3
P97346	Not Found
P63086	Not Found
Q5T4W7	ARTN
P52927	Not Found
Q15147	PLCB4
Q9NVA2	SEPT11
Q9UPN7	PPP6R1
Q99707	MTR
O94921	CDK14
Q6NY15	Not Found
Q61221	Not Found
Q9BZW7	TSGA10
O14559	ARHGAP33
Q80YF9	Not Found
Q99M51	Not Found
O54967	Not Found
Q13585	GPR50
Q9UBD9	CLCF1
P10824	Not Found
P43490	NAMPT
Q99KQ4	Not Found
Q94A97	Not Found
Q9FZ48	Not Found
Q9NUB1	ACSS1
Q9QXG4	Not Found
Q8ZMX2	Not Found
Q9NTG7	SIRT3
Q99NB1	Not Found
P53042	Not Found
Q49AN0	CRY2
Q7Z6M2	FBXO33
P36956	SREBF1
Q9XX00	Not Found
Q21955	Not Found
Q9Y6X3	MAU2
Q7PLI2	Not Found
ensembl:ENSG00000091831	Not Found
Q15349	RPS6KA2
P62753	RPS6
Q9UBP0	SPAST
Q8BGJ9	Not Found
P05094	Not Found
Q9UMF0	ICAM5
Q5SUL5	Not Found
Q91ZM2	Not Found
Q9Z200	Not Found
Q6XVZ2	Not Found
Q13111	CHAF1A
Q98TA5	Not Found
Q9UBU7	DBF4
Q7ZZH7	Not Found
Q2PYT4	Not Found
Q62799	Not Found
Q9H244	P2RY12
O52162	Not Found
Q9Z1W4	Not Found
Q61271	Not Found
Q8K348	Not Found
P43356	MAGEA2
Q5JRX3	PITRM1
Q60843	Not Found
Q08484	Not Found
O35963	Not Found
P48365	Not Found
Q80SY4	Not Found
Q86YT6	MIB1
P42167	TMPO
P15976	GATA1
O15455	TLR3
Q8N264	ARHGAP24
Q9P0K1	ADAM22
P61982	Not Found
P45844	ABCG1
Q9H172	ABCG4
Q9UNQ0	ABCG2
Q9H222	ABCG5
Q9BZS1	FOXP3
ensembl:ENSMUSG00000027720	Not Found
ensembl:ENSMUSG00000026011	Not Found
ensembl:ENSMUSG00000026770	Not Found
Q60591	Not Found
Q9NX47	MARCH5
O43583	DENR
P09172	DBH
Q9UHV9	PFDN2
Q93052	LPP
P51807	Not Found
P85972	Not Found
Q8UWD4	Not Found
Q63648	Not Found
Q10728	Not Found
Q24306	Not Found
Q91V26	Not Found
Q96BR1	SGK3
Q16236	NFE2L2
Q14145	KEAP1
Q14342	Not Found
Q9VGF9	Not Found
Q9EQD0	Not Found
Q9JI11	Not Found
Q8BL66	Not Found
O43609	SPRY1
Q61743	Not Found
P61106	RAB14
P20340	RAB6A
Q8TD19	NEK9
Q9Y5B9	SUPT16H
P52907	CAPZA1
Q9WYW0	Not Found
Q5U5U6	Not Found
P23510	TNFSF4
P43488	Not Found
Q9Z0G0	Not Found
Q9YGC1	Not Found
P30874	SSTR2
P30875	Not Found
P29374	ARID4A
Q14019	COTL1
Q01664	TFAP4
Q9JIZ5	Not Found
O88513	Not Found
P08833	IGFBP1
Q60634	Not Found
P09690	Not Found
Q8V2D1	Not Found
O95140	MFN2
P97820	Not Found
Q8ZMM8	Not Found
Q86X55	CARM1
Q6W2J9	BCOR
Q9BSM1	PCGF1
Q8NHM5	KDM2B
P57780	Not Found
K7Y1A2	Not Found
P97874	Not Found
Q9NR56	MBNL1
Q61164	Not Found
Q09XV5	Not Found
Q9HCK8	CHD8
A0A8C0Q1F7	Not Found
P20794	MAK
O75144	ICOSLG
Q9WV60	Not Found
Q9WUA5	Not Found
Q8K4I3	Not Found
Q68FF6	Not Found
P13726	F3
P32239	CCKBR
Q9HAW4	CLSPN
P69284	Not Found
P23726	Not Found
O10647	Not Found
P03182	Not Found
Q86Y07	VRK2
O76041	NEBL
Q9Y5Z0	BACE2
O75081	CBFA2T3
Q9Y2D9	ZNF652
Q14678	KANK1
Q9QZS7	Not Found
P01583	IL1A
Q9UNL4	ING4
O88588	Not Found
Q6VY07	PACS1
P19139	Not Found
O43493	TGOLN2
P40121	CAPG
Q9JHK1	Not Found
Q9EPV5	Not Found
Q9Z2Y3	Not Found
Q99JP6	Not Found
P28738	Not Found
O88448	Not Found
Q14517	FAT1
P52490	Not Found
P53152	Not Found
P54198	HIRA
Q9Y294	ASF1A
Q9NVP2	ASF1B
Q15052	ARHGEF6
Q9QR71	Not Found
Q9ERE7	Not Found
Q3UZ39	Not Found
Q6IN36	Not Found
P47942	Not Found
Q9BRX2	PELO
O43242	PSMD3
Q15008	PSMD6
P48556	PSMD8
O00232	PSMD12
Q9UNM6	PSMD13
Q9Y5K5	UCHL5
Q9Y5L4	TIMM13
P11442	Not Found
Q9UKL3	CASP8AP2
Q61656	Not Found
Q08ET2	SIGLEC14
O43612	HCRT
Q8BRH4	Not Found
Q7YQC6	Not Found
P03433	Not Found
P03428	Not Found
P03485	Not Found
O18840	Not Found
P03452	Not Found
Q6TEQ7	Not Found
Q96C90	PPP1R14B
P17383	Not Found
P03121	Not Found
Q77E16	Not Found
P25685	DNAJB1
P42208	Not Found
Q8CFN2	Not Found
P10096	Not Found
Q27957	Not Found
Q9NZC4	EHF
Q8TF40	FNIP1
Q8NFG4	FLCN
Q6GX35	Not Found
Q99JB6	Not Found
Q86Y01	DTX1
O75154	RAB11FIP3
Q86YS3	RAB11FIP4
Q69ZU8	Not Found
Q00195	Not Found
Q8WZA1	POMGNT1
O75072	FKTN
Q9UBX5	FBLN5
Q96RD7	PANX1
Q9NYK1	TLR7
Q9NR96	TLR9
Q9NZJ0	DTL
Q9H7D7	WDR26
Q86VZ2	WDR5B
Q04725	TLE2
Q99996	AKAP9
Q96G01	BICD1
Q92994	BRF1
Q86XK3	SFR1
Q9NYP9	MIS18A
O15442	MPPED1
Q9Y316	MEMO1
Q96RR4	CAMKK2
Q14094	CCNI
P10909	CLU
Q5KU26	COLEC12
Q9BZJ0	CRNKL1
Q155Q3	DIXDC1
Q96JN2	CCDC136
Q14195	DPYSL3
Q9NV70	EXOC1
Q9UKE5	TNIK
Q9NVK5	FGFR1OP2
Q567U6	CCDC93
Q49A88	CCDC14
Q9NX95	SYBU
Q9HCM1	KIAA1551
Q9P2Q2	FRMD4A
Q13439	GOLGA4
P12081	HARS
Q5SW79	CEP170
Q6AI39	KIAA0240
Q9H7U1	FAM190B
Q9C0D2	KIAA1731
O14782	KIF3C
Q12840	KIF5A
Q5JSJ4	DDX26B
P43243	MATR3
Q9C0I3	FAM190A
P55197	MLLT10
O95714	HERC2
Q9UBG0	MRC2
Q9UL68	MYT1L
Q8NFP9	NBEA
P07197	NEFM
Q12769	NUP160
Q99784	OLFM1
Q5VU43	PDE4DIP
O75334	PPFIA2
Q8WY54	PPM1E
O60216	RAD21
Q96A65	EXOC4
O60239	SH3BP5
O95347	SMC2
Q9NTJ3	SMC4
O60641	SNAP91
O43295	SRGAP3
Q9P2W9	STX18
Q5BKU8	Not Found
Q9UBB9	TFIP11
Q59EY7	Not Found
Q9C026	TRIM9
O75962	TRIO
Q9BTA9	WAC
P21506	ZNF10
P17021	ZNF17
O14709	ZNF197
Q13398	ZNF211
Q9UIE0	ZNF230
Q9ULM2	ZNF490
Q8IYX8	CEP57L1
Q3T906	GNPTAB
Q8N4L8	CCDC24
Q07343	PDE4B
Q8N4S1	Not Found
P05813	CRYBA1
Q6JEL2	KLHL10
Q9JLV5	Not Found
Q8WY41	NANOS1
O15519	CFLAR
Q6PB66	Not Found
P14735	IDE
Q67FY2	Not Found
P09848	LCT
Q9Y2Y9	KLF13
"chebi:""CHEBI:44658"""	Not Found
P27797	CALR
P13834	Not Found
P27699	Not Found
ensembl:ENSG00000109471	Not Found
Q9BX67	JAM3
P19022	CDH2
Q99NH2	Not Found
Q86VN1	VPS36
Q8I629	Not Found
Q7KQK7	Not Found
P68133	ACTA1
P04325	Not Found
Q5ZVS2	Not Found
P05771	PRKCB
P83312	Not Found
P0C0S8	HIST1H2AG
P78324	SIRPA
P68451	Not Found
Q9UL17	TBX21
P23771	GATA3
Q9UIF7	MUTYH
Q5T4F4	ZFYVE27
Q6P7B7	Not Found
Q62417	Not Found
Q8N895	ZNF366
Q76MZ3	Not Found
O35082	Not Found
P08183	ABCB1
Q80Z64	Not Found
Q61066	Not Found
P70414	Not Found
Q99LI5	Not Found
P20263	Not Found
Q6PR54	Not Found
Q02224	CENPE
Q8WVK7	SKA2
Q7Z698	SPRED2
O75821	EIF3G
Q8ZQ79	Not Found
P15054	Not Found
P0A6F5	Not Found
P0A6F9	Not Found
Q86XK2	FBXO11
Q9Z266	Not Found
P97633	Not Found
Q06486	Not Found
P60192	Not Found
P51448	Not Found
P54254	Not Found
Q8CHK4	Not Found
P30308	Not Found
Q9CQP2	Not Found
O55013	Not Found
Q9CQA1	Not Found
P36149	Not Found
Q9EPK8	Not Found
Q9QUQ5	Not Found
P62913	RPL11
Q15118	PDK1
P07339	CTSD
Q7Z5K2	WAPAL
Q14254	FLOT2
P35220	Not Found
P91943	Not Found
Q00722	PLCB2
P0DUC9	Not Found
Q9BVW5	TIPIN
O35826	Not Found
P42225	Not Found
Q60953	Not Found
Q8K479	Not Found
P17361	Not Found
O14950	MYL12B
Q6ZWS8	Not Found
P52946	Not Found
Q9H4Z3	PCIF1
P53987	Not Found
O45406	Not Found
Q17635	Not Found
Q21952	Not Found
O60732	MAGEC1
Q86YB7	ECHDC2
P49406	MRPL19
P78358	CTAG1A
P12497	Not Found
O35593	Not Found
"chebi:""CHEBI:17552"""	Not Found
Q96N96	SPATA13
Q9NR80	ARHGEF4
Q9D8B3	Not Found
P59215	Not Found
Q969H0	FBXW7
ensembl:ENSG00000084774	Not Found
ensembl:ENSG00000134057	Not Found
P18111	Not Found
P47902	CDX1
Q99K90	Not Found
Q8AZK7	Not Found
Q5TKA1	LIN9
P26040	Not Found
O89110	Not Found
Q80W92	Not Found
Q08AM6	VAC14
P29475	NOS1
P62260	Not Found
Q8BDF8	Not Found
Q96HE7	ERO1L
Q02809	PLOD1
P08582	MFI2
P23229	ITGA6
O14672	ADAM10
Q8N8Z6	DCBLD1
Q8IMZ4	Not Found
Q86TM6	SYVN1
P19091	Not Found
Q8N9B5	JMY
Q9H3S7	PTPN23
P05362	ICAM1
Q86YJ5	MARCH9
P13285	Not Found
P03772	Not Found
P01023	A2M
Q56P42	PYDC2
Q96MN2	NLRP4
P59046	NLRP12
O15550	KDM6A
P22309	UGT1A1
P35503	UGT1A3
P22310	UGT1A4
Q9HAW7	UGT1A7
Q9HAW9	UGT1A8
O60656	UGT1A9
Q9HAW8	UGT1A10
P19224	UGT1A6
ensembl:ENSG00000142089	Not Found
ensembl:ENSG00000163565	Not Found
ensembl:ENSG00000125347	Not Found
ensembl:ENSG00000185745	Not Found
Q8K3Y6	Not Found
Q7Z2W4	ZC3HAV1
Q9Y235	APOBEC2
Q9UK17	KCND3
P50406	HTR6
Q96C10	DHX58
Q9R1T5	Not Found
P51795	CLCN5
O94979	SEC31A
O94806	PRKD3
P63027	VAMP2
G3HX91	Not Found
P63045	Not Found
Q9R186	Not Found
P17433	Not Found
P17947	SPI1
O43482	OIP5
Q6P0N0	MIS18BP1
ensembl:ENSG00000142515	Not Found
P16554	Not Found
O95382	MAP3K6
"chebi:""CHEBI:43000"""	Not Found
P48039	MTNR1A
P49286	MTNR1B
Q9NNW5	WDR6
P49452	Not Found
Q92597	NDRG1
Q9Y6Q5	AP1M2
O95573	ACSL3
P14618	PKM
P34897	SHMT2
P83731	RPL24
P46781	RPS9
P46063	RECQL
Q15542	TAF5
Q14141	SEPT6
Q62468	Not Found
P32883	Not Found
P16298	PPP3CB
Q99801	NKX3-1
Q7TQ77	Not Found
P21757	MSR1
Q86VS8	HOOK3
Q8BUK6	Not Found
O14773	TPP1
Q9NXV2	KCTD5
Q89268	Not Found
Q8TEU7	RAPGEF6
P70315	Not Found
P14270	Not Found
Q01063	Not Found
Q7L7W2	Not Found
Q9C0K0	BCL11B
P25976	Not Found
P25977	Not Found
Q08775	Not Found
Q8IW41	MAPKAPK5
O54992	Not Found
P0A0I7	Not Found
Q8R0K9	Not Found
P97496	Not Found
Q6ZPV5	Not Found
O88895	Not Found
O43150	ASAP2
Q9U1H0	Not Found
P40417	Not Found
Q15121	PEA15
P29323	EPHB2
Q12965	MYO1E
Q69027	Not Found
P22830	FECH
Q8N163	KIAA1967
Q86XE2	PDXDC1
P02666	Not Found
Q82506	Not Found
Q6IBW4	NCAPH2
Q15003	NCAPH
P42695	NCAPD3
Q9BPX3	NCAPG
Q15021	NCAPD2
Q15572	TAF1C
P06886	Not Found
P01733	TRBV12-3
Q62388	Not Found
Q6ZWX6	Not Found
O35942	Not Found
Q8CFI2	Not Found
P30282	Not Found
P28574	Not Found
Q9WTX5	Not Found
Q9EP53	Not Found
P63087	Not Found
P11440	Not Found
Q2NL51	Not Found
Q14680	MELK
Q9BZR8	BCL2L14
O75618	DEDD
Q9BWF3	RBM4
Q9BZE0	GLIS2
Q69YQ0	SPECC1L
Q8IYD8	FANCM
Q9BTP7	FAAP24
A4GXA9	EME2
P56387	Not Found
A0A4X1SFI9	Not Found
Q96LC9	BMF
Q07883	Not Found
P15626	Not Found
Q8R1S4	Not Found
Q9Z2X2	Not Found
Q9UM47	NOTCH3
"chebi:""CHEBI:18132"""	Not Found
P62799	Not Found
P32447	Not Found
Q9BTE3	MCMBP
Q00566	Not Found
Q61687	Not Found
Q9P0J0	NDUFA13
Q14999	CUL7
Q9UNN8	PROCR
P61765	Not Found
P28033	Not Found
Q9VGS2	Not Found
P21541	Not Found
Q2WF59	Not Found
Q17390	Not Found
Q9BKS1	Not Found
Q7Z7L7	ZER1
Q9C0D3	ZYG11B
P14770	GP9
P40197	GP5
P09629	HOXB7
Q9EQU5	Not Found
Q9UL03	INTS6
Q8N3Y1	FBXW8
P58317	ZNF121
Q9Y4B6	VPRBP
P05928	Not Found
Q53T94	TAF1B
Q15573	TAF1A
Q9H3S1	SEMA4A
O15041	SEMA3E
A1Z199	Not Found
Q13887	KLF5
P41229	KDM5C
Q9BY66	KDM5D
O35587	Not Found
O00408	PDE2A
Q5FWY5	Not Found
"chebi:""CHEBI:17489"""	Not Found
P49756	RBM25
P09661	SNRPA1
P08579	SNRPB2
Q9BWJ5	SF3B5
Q96I25	RBM17
O75940	SMNDC1
O75937	DNAJC8
refseq:XM_031553.10	Not Found
Q7L014	DDX46
refseq:NM_014281.3	Not Found
Q86XP3	DDX42
refseq:NM_018011.2	Not Found
O43660	PLRG1
refseq:NM_016403.2	Not Found
Q8IX12	CCAR1
Q14498	RBM39
refseq:NM_033537.1	Not Found
Q9BQI9	NRIP2
Q9EPL2	Not Found
Q8CD76	Not Found
Q61768	Not Found
Q03114	Not Found
P61810	Not Found
P61809	Not Found
P08473	MME
Q0IIN5	Not Found
P84078	Not Found
Q8T0S6	Not Found
P26927	MST1
O54748	Not Found
Q24590	Not Found
Q9H467	CUEDC2
Q8WYK2	JDP2
P30285	Not Found
P48967	Not Found
Q9Y250	LZTS1
Q9BR76	CORO1B
O89046	Not Found
P85970	Not Found
P07998	RNASE1
Q15652	JMJD1C
Q8IW19	APLF
P51571	SSR4
Q9P2S5	WRAP73
O60739	EIF1B
O75365	PTP4A3
Q8N1F7	NUP93
P49662	CASP4
P56537	EIF6
O15260	SURF4
Q13530	SERINC3
O15479	MAGEB2
O00115	DNASE2
Q9Y2Q3	GSTK1
A0N4V7	Not Found
Q9HAW0	BRF2
P78545	ELF3
O43432	EIF4G3
Q9UBC1	NFKBIL1
Q9Y6J8	STYXL1
Q9Y262	EIF3L
P11171	EPB41
Q9Y5J5	PHLDA3
Q93063	EXT2
Q12974	PTP4A2
P63092	GNAS
P62280	RPS11
P62633	CNBP
P23508	MCC
Q9NRG4	SMYD2
P62750	RPL23A
P62899	RPL31
Q96RG2	PASK
P82675	MRPS5
P61254	RPL26
Q9Y478	PRKAB1
Q9BUV8	C20orf24
P37268	FDFT1
Q7L1Q6	BZW1
Q05084	ICA1
Q9NZ47	Not Found
Q15853	USF2
Q9H368	Not Found
O76070	SNCG
P78396	CCNA1
O14874	BCKDK
Q9HC24	TMBIM4
P78330	PSPH
Q38SD2	LRRK1
Q9UET6	FTSJ1
P23368	ME2
Q9Y6T7	DGKB
O95801	TTC4
P28566	HTR1E
Q9UBN6	TNFRSF10D
Q15773	MLF2
Q9GZS1	POLR1E
O76081	RGS20
Q5VV67	PPRC1
Q9H6S8	Not Found
Q53HC9	TSSC1
Q9Y5S2	CDC42BPB
Q9NPF4	OSGEP
O00442	RTCA
Q9NYV4	CDK12
P43360	MAGEA6
Q9BS40	LXN
Q9UHQ7	WBP5
P31939	ATIC
P52429	DGKE
Q9H1Y0	ATG5
O15121	DEGS1
Q9BRT8	CBWD1
Q9BW60	ELOVL1
P31930	UQCRC1
Q8N766	EMC1
P61966	AP1S1
Q05639	EEF1A2
Q5EB52	MEST
Q9NS64	RPRM
Q04726	TLE3
Q9Y2B9	PKIG
Q7L2H7	EIF3M
P55786	NPEPPS
Q9P035	PTPLAD1
Q9P003	CNIH4
Q9H7B4	SMYD3
P05452	CLEC3B
O43768	ENSA
P61026	RAB10
Q01469	FABP5
P04439	HLA-A
Q96FV3	TSPAN17
Q9H6Y7	RNF167
Q9ULE0	WWC3
Q92913	FGF13
P35606	COPB2
P78549	NTHL1
P52948	NUP98
Q5VYY2	LIPM
P83881	RPL36A
Q9NXS2	QPCTL
Q5T081	Not Found
O75116	ROCK2
P26441	CNTF
Q8TE73	DNAH5
P78386	KRT85
O75896	TUSC2
Q9UPC5	GPR34
